year,head_no,programme_no,programme_name,actual,original,revised,estimate
2009,72,0,total,696.9,756.9,752.9,808.1
2009,74,1,Public Relations Outside Hong Kong,69.9,82.7,79.4,88.3
2009,74,2,Local Public Relations and Public Information,146.4,159.3,157.8,161.5
2009,74,3,Public Opinion,17.0,18.2,19.3,20.2
2009,74,4,Civic Responsibility,41.2,44.1,40.9,42.9
2009,74,5,Publishing,65.3,65.7,62.3,66.4
2009,74,0,total,339.8,370.0,359.7,379.3
2009,76,1,Assessing Functions,832.0,929.8,890.2,939.4
2009,76,2,Collection,121.2,128.0,130.4,134.8
2009,76,3,Investigation and Field Audit,167.4,172.5,176.7,180.6
2009,76,4,Taxpayer Services,20.0,21.4,21.3,21.8
2009,76,0,total,1140.6,1251.7,1218.6,1276.6
2009,78,1,Statutory Functions,62.9,70.9,69.2,73.9
2009,78,2,Protection of Intellectual Property,19.9,21.8,22.6,24.4
2009,78,0,total,82.8,92.7,91.8,98.3
2009,79,1,Investment Promotion,107.7,109.3,110.5,111.6
2009,79,0,total,107.7,109.3,110.5,111.6
2009,80,1,"Courts, Tribunals and Various Statutory Functions",684.9,796.3,737.2,848.2
2009,80,2,Support Services for Courts’ Operation,225.6,248.5,235.6,270.3
2009,80,0,total,910.5,1044.8,972.8,1118.5
2009,82,1,Buildings and Building Works,783.2,825.0,835.8,890.6
2009,82,0,total,783.2,825.0,835.8,890.6
2009,90,1,Labour Relations,111.9,119.5,120.6,122.4
2009,90,2,Employment Services,326.5,356.4,397.7,424.3
2009,90,3,Safety and Health at Work,323.6,334.6,343.3,355.5
2009,91,1,Land Administration,1132.4,1240.5,1243.8,1310.2
2009,91,2,Survey and Mapping,392.5,403.7,405.4,424.6
2009,91,3,Legal Advice,47.8,54.5,51.7,59.1
2009,91,0,total,1572.7,1698.7,1700.9,1793.9
2009,92,1,Prosecutions,353.8,389.1,403.8,421.1
2009,92,2,Civil,332.2,370.5,357.1,389.5
2009,92,3,Legal Policy,60.2,64.9,64.9,68.9
2009,92,4,Law Drafting,74.7,83.7,77.6,86.4
2009,92,5,International Law,34.3,41.0,37.7,38.5
2009,92,0,total,855.2,949.2,941.1,1004.4
2009,94,1,Processing of Legal Aid Applications,74.6,76.5,80.8,83.1
2009,94,2,Litigation Services,534.9,638.2,566.2,628.1
2009,94,3,Support Services,28.1,29.6,30.2,29.9
2009,94,4,Official Solicitor’s Office,9.2,14.6,11.2,11.4
2009,94,0,total,646.8,758.9,688.4,752.5
2009,95,1,Recreation and Sports,2445.8,2391.3,2504.4,2654.2
2009,95,2,Horticulture and Amenities,559.2,572.3,566.5,594.2
2009,95,3,Heritage and Museums,512.7,570.4,535.6,601.5
2009,95,4,Performing Arts,774.8,788.2,797.6,822.9
2009,95,5,Public Libraries,669.4,732.7,720.7,753.3
2009,95,0,total,4961.9,5054.9,5124.8,5426.1
2009,96,3,Investment Promotion,48.0,51.4,48.1,53.8
2009,96,0,total,274.4,310.9,277.1,314.7
2009,100,1,Infrastructure,39.9,40.5,42.1,44.8
2009,100,2,Port Services,307.0,325.1,326.4,334.7
2009,100,3,Local Services,91.4,96.9,94.8,99.6
2009,100,4,Services to Ships,59.8,66.4,67.0,71.8
2009,100,5,Government Fleet,381.3,390.1,399.0,410.0
2009,100,0,total,879.4,919.0,929.3,960.9
2009,112,1,Remuneration and Reimbursements for Members,130.1,142.4,142.4,141.6
2009,112,2,General and Secretariat Services,164.2,177.3,185.1,193.2
2009,112,3,Legal Service,26.3,27.7,29.4,29.7
2009,112,4,Redress System,14.4,14.4,15.3,16.4
2009,112,5,Research and Library Services,23.4,24.1,25.7,26.6
2009,112,0,total,358.4,385.9,397.9,407.5
2009,114,1,Complaints Administration,81.6,85.1,89.1,90.3
2009,114,0,total,81.6,85.1,89.1,90.3
2009,116,1,Official Receiver’s Office,110.1,134.3,121.0,140.9
2009,116,0,total,110.1,134.3,121.0,140.9
2009,118,1,Territorial Planning,88.8,93.2,87.8,92.5
2009,118,2,District Planning,257.4,279.8,284.2,289.6
2009,118,3,Ordinance Review,2.0,2.0,2.5,2.6
2009,118,4,Town Planning Information Services,14.5,15.3,16.4,17.0
2009,118,5,Technical Services,72.9,78.3,82.6,83.8
2009,118,0,total,435.6,468.6,473.5,485.5
2009,120,1,Public and Judicial Service Pension Benefits,14700.6,16488.2,15881.8,17548.1
2009,120,2,War Memorial Pensions/Volunteer Pensions,35.8,36.8,34.5,34.5
2009,120,0,total,14736.4,16525.0,15916.3,17582.6
2009,121,1,Police Complaints Administration,15.2,16.5,17.8,28.3
2009,121,0,total,15.2,16.5,17.8,28.3
2009,122,1,Maintenance of Law and Order in the Community,5679.1,5796.2,5979.8,6093.6
2009,122,2,Prevention and Detection of Crime,2497.7,2446.2,2531.4,2609.3
2009,122,3,Road Safety,935.2,1192.5,1235.1,1290.0
2009,122,4,Operations,2403.5,2478.7,2482.4,2580.2
2009,122,0,total,11515.5,11913.6,12228.7,12573.1
2009,136,1,Public Service Commission,15.6,17.9,18.2,17.1
2009,136,0,total,15.6,17.9,18.2,17.1
2009,137,1,Director of Bureau’s Office,7.6,13.6,12.1,14.4
2009,137,2,Power,10.2,12.2,17.4,23.3
2009,137,3,Sustainable Development,21.0,37.9,27.1,32.5
2009,137,0,total,38.8,63.7,56.6,70.2
2009,138,1,Director of Bureau’s Office,6.2,11.9,8.6,11.4
2009,138,2,"Buildings, Lands and Planning",77.9,84.7,289.3,297.6
2009,138,0,total,84.1,96.6,297.9,309.0
2009,139,1,Director of Bureau’s Office,6.4,11.9,9.3,11.6
2009,139,2,"Agriculture, Fisheries and Food Safety",15.8,33.7,19.6,66.7
2009,139,3,Environmental Hygiene,15.4,19.8,17.6,19.2
2009,139,0,total,37.6,65.4,46.5,97.5
2009,140,1,Health,88.5,183.8,176.8,221.2
2009,140,2,Subvention: Hospital Authority,29781.3,30462.2,32681.2,33041.4
2009,140,3,Subvention: Prince Philip Dental Hospital,110.8,116.0,122.0,124.5
2009,140,0,total,29980.6,30762.0,32980.0,33387.1
2009,141,1,Director of Bureau’s Office,4.8,12.5,8.8,12.2
2009,141,2,Social Welfare,62.8,115.6,118.3,200.6
2009,141,3,Women’s Interests,16.4,21.5,19.3,23.5
2009,141,4,Manpower Development,453.7,82.5,69.5,73.9
2009,141,5,Subvention: Skills Centres,78.7,90.7,90.7,91.9
2009,141,6,Subvention: Guardianship Board and Environmental Advisory Service,4.8,6.0,6.0,5.8
2009,141,7,Subvention: Vocational Training Council (Vocational Training),165.1,169.9,175.7,161.5
2009,141,0,total,786.3,498.7,488.3,569.4
2009,142,1,Efficiency Unit,122.0,132.8,130.5,138.2
2009,142,2,Government Records Service,29.4,32.2,32.1,32.9
2009,142,3,CSO-Administration Wing,268.6,291.8,276.1,307.1
2009,142,4,Protocol Division,37.9,41.6,41.7,42.9
2009,142,0,total,457.9,498.4,480.4,521.1
2009,143,1,Director of Bureau’s Office,6.1,6.2,6.3,6.3
2009,143,2,Human Resource Management,199.7,187.2,202.2,198.5
2009,152,6,Travel and Tourism,51.2,82.5,111.5,92.3
2009,143,3,Translation and Interpretation Services and Use of Official Languages,98.5,104.2,109.4,109.3
2009,143,4,Civil Service Training and Development,101.7,100.3,97.4,103.8
2009,143,0,total,406.0,397.9,415.3,417.9
2009,144,1,Director of Bureau’s Office,5.3,10.9,8.0,10.5
2009,144,2,Constitutional and Mainland Affairs,51.6,78.0,73.8,163.3
2009,144,3,Mainland Offices,118.7,120.0,115.7,121.0
2009,144,4,Rights of the Individual,17.9,24.2,25.8,49.8
2009,144,5,Subvention: Equal Opportunities Commission and Office of the Privacy Commissioner for Personal Data,109.3,112.6,119.4,120.6
2009,144,0,total,302.8,345.7,342.7,465.2
2009,147,1,Director of Bureau’s Office,6.9,12.4,10.4,12.2
2009,147,2,Revenue and Financial Control,121.1,131.2,122.7,133.7
2009,147,3,Service Departments,42.9,45.1,47.2,47.5
2009,147,0,total,170.9,188.7,180.3,193.4
2009,148,1,Financial Services,103.8,127.3,136.9,140.2
2009,148,0,total,103.8,127.3,136.9,140.2
2009,151,1,Director of Bureau’s Office,6.4,11.2,8.7,11.6
2009,151,2,Internal Security,92.1,117.6,118.7,128.3
2009,151,3,Immigration Control,26.1,31.7,31.4,32.7
2009,151,0,total,124.6,160.5,158.8,172.6
2009,152,1,Director of Bureau’s Office,7.3,12.2,9.6,12.1
2009,152,2,Commerce and Industry,125.9,157.6,137.1,155.7
2009,152,3,Subvention: Hong Kong Trade Development Council,350.0,360.0,360.0,370.8
2009,152,4,"Posts, Competition Policy and Consumer Protection",16.5,13.0,11.8,10.4
2009,152,7,Subvention: Hong Kong Tourism Board,534.3,482.5,459.9,502.2
2009,152,8,Public Safety,0.3,0.3,0.4,0.4
2009,152,0,total,1150.4,1180.2,1166.7,1221.1
2009,155,1,Support for Research and Development,22.1,22.4,24.0,25.5
2009,155,2,Fostering University-Industry Collaboration,6.3,6.6,7.0,7.5
2009,155,3,Promotion of Technological Entrepreneurship,6.7,7.7,7.5,7.1
2009,155,4,Planning for Innovation and Technology Development,22.9,37.3,34.9,33.6
2009,155,5,Infrastructural Support,64.1,76.3,76.6,77.6
2009,155,6,Quality Support,51.4,54.7,55.1,57.4
2009,155,7,"Subvention: Hong Kong Productivity Council, Hong Kong Applied Science and Technology Research Institute Company Limited",296.6,302.9,307.1,309.8
2009,155,0,total,470.1,507.9,512.2,518.5
2009,156,1,Director of Bureau’s Office,7.9,12.5,10.8,12.4
2009,156,2,Primary Education,10483.1,11097.8,10937.1,11216.8
2009,156,3,Secondary Education,17175.7,19093.6,19060.7,20497.4
2009,156,4,Special Education,1275.1,1384.7,1403.1,1494.1
2009,156,5,Other Educational Services and Subsidies,1746.0,2719.7,2431.3,2635.5
2009,156,6,Vocational Education,1514.4,1549.5,1634.6,1663.4
2009,156,7,Policy and Support,2481.4,1782.9,1636.6,1841.9
2009,156,0,total,34683.6,37640.7,37114.2,39361.5
2009,158,1,Director of Bureau’s Office,6.8,12.5,9.6,12.4
2009,158,2,Land and Waterborne Transport,73.2,72.1,72.6,76.7
2009,158,3,Air and Sea Communications and Logistics Development,36.3,37.1,38.4,45.4
2009,158,0,total,116.3,121.7,120.6,134.5
2009,159,1,Water Supply,10.6,10.6,11.2,11.7
2009,159,2,Heritage Conservation,15.4,33.6,26.2,31.7
2009,159,3,Intra-Governmental Services,153.6,176.9,169.6,195.6
2009,159,0,total,179.6,221.1,207.0,239.0
2009,160,1,Radio,167.2,202.9,200.8,213.1
2009,160,2,Public Affairs Television,216.5,232.6,225.3,239.1
2009,160,3,School Educational Television,32.3,35.1,34.7,33.9
2009,160,4,New Media,16.1,20.2,20.7,21.9
2009,160,0,total,432.1,490.8,481.5,508.0
2009,162,1,Statutory Valuation and Assessments,229.0,246.0,248.0,255.1
2009,162,2,Collection and Billing of Rates and Government Rent,37.9,40.8,43.4,46.3
2009,162,3,Provision of Valuation and Property Information Services,70.4,75.0,75.2,76.0
2009,162,4,Landlord and Tenant Services,21.3,24.5,25.0,25.7
2009,162,0,total,358.6,386.3,391.6,403.1
2009,163,1,Electoral Services,229.2,352.7,328.7,78.4
2009,163,0,total,229.2,352.7,328.7,78.4
2009,166,1,Government Flying Service,213.1,257.3,233.3,275.6
2009,166,0,total,213.1,257.3,233.3,275.6
2009,168,1,Weather Services,164.1,170.1,175.1,186.7
2009,168,2,Radiation Monitoring and Assessment,23.2,23.1,23.6,23.9
2009,168,3,Time Standard and Geophysical Services,9.3,10.2,10.5,9.9
2009,168,0,total,196.6,203.4,209.2,220.5
2009,169,1,Compliance with Interception and Surveillance Legislation,8.7,11.5,11.1,12.8
2009,169,0,total,8.7,11.5,11.1,12.8
2009,170,1,Family and Child Welfare,1392.5,1584.7,1585.1,1785.3
2009,170,2,Social Security,24779.2,24106.3,28800.3,27940.3
2009,170,3,Services for Elders,3301.7,3661.6,3719.1,3980.8
2009,170,4,Rehabilitation and Medical Social Services,2756.2,3141.9,3089.7,3377.9
2009,170,5,Services for Offenders,280.6,283.6,295.4,309.0
2009,170,6,Community Development,136.7,144.6,152.0,152.8
2009,170,7,Young People,1311.7,1501.8,1527.8,1559.0
2009,170,0,total,33958.6,34424.5,39169.4,39105.1
2009,173,1,Student Assistance Scheme,3258.3,3649.2,3672.3,3905.8
2009,173,0,total,3258.3,3649.2,3672.3,3905.8
2009,174,1,Secretariat services for the following advisory bodies on civil service and judicial salaries and conditions of service— • Standing Commission on Civil Service Salaries and Conditions of Service • Standing Committee on Disciplined Services Salaries and Conditions of Service • Standing Committee on Directorate Salaries and Conditions of Service • Standing Committee on Judicial,13.9,25.8,27.7,27.3
2009,174,0,total,13.9,25.8,27.7,27.3
2010,22,2,Nature Conservation and Country Parks,431.2,455.8,456.8,497.0
2009,180,1,Broadcast Monitoring and Regulation,32.6,30.4,32.7,53.2
2009,180,2,Film Services,43.6,88.5,84.1,93.4
2009,180,3,Film Classification and Control of Obscene and Indecent Articles,28.6,28.6,31.7,32.6
2009,180,4,Entertainment Licensing,11.2,11.2,11.3,11.9
2009,180,0,total,116.0,158.7,159.8,191.1
2009,181,1,Commercial Relations,79.6,85.2,88.3,88.4
2009,181,2,Trade Support and Facilitation,122.3,129.0,121.2,122.7
2009,181,3,Support for Small and Medium Enterprises and Industries,234.1,240.2,311.9,370.0
2009,181,0,total,436.0,454.4,521.4,581.1
2009,186,1,Planning and Development,202.6,210.8,212.2,232.7
2009,186,2,Licensing of Vehicles and Drivers,220.0,243.1,233.2,250.3
2009,186,3,District Traffic and Transport Services,330.6,338.9,342.2,364.9
2009,186,4,Management of Transport Services,123.4,260.6,219.7,321.7
2009,186,5,Transport Services for Persons with Disabilities,40.1,55.5,55.4,46.6
2009,186,0,total,916.7,1108.9,1062.7,1216.2
2009,188,1,"Central Accounting, Collections and Payments",108.0,114.8,107.4,119.0
2009,188,2,"Payment of Salaries, Pensions and Benefits",99.5,101.0,101.6,103.7
2009,188,3,Accounting and Financial Information Systems,86.9,110.0,101.8,107.5
2009,188,4,Management of Funds,4.2,5.3,5.0,5.9
2009,188,0,total,298.6,331.1,315.8,336.1
2009,190,1,University Grants Committee,12188.5,11926.4,30373.4,11645.8
2009,190,0,total,12188.5,11926.4,30373.4,11645.8
2009,194,1,Water Supply: Planning and Distribution,4656.7,4639.0,4772.9,5224.5
2009,194,2,Water Quality Control,126.6,135.3,138.8,143.6
2009,194,3,Customer Services,362.8,364.7,381.1,387.3
2009,194,0,total,5146.1,5139.0,5292.8,5755.4
2010,21,1,Chief Executive’s Office,62.4,65.0,66.3,64.6
2010,21,2,Executive Council,18.3,19.5,18.2,18.0
2010,21,0,total,80.7,84.5,84.5,82.6
2010,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",387.5,240.8,198.6,214.5
2010,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",262.2,233.5,220.9,231.6
2010,22,0,total,1080.9,930.1,876.3,943.1
2010,23,1,Auxiliary Medical Service,63.9,70.2,69.0,65.0
2010,23,0,total,63.9,70.2,69.0,65.0
2010,24,1,Regularity Audit,38.0,38.1,36.1,37.3
2010,24,2,Value for Money Audit,82.4,84.3,82.9,84.3
2010,24,0,total,120.4,122.4,119.0,121.6
2010,25,1,Monitoring and Advisory Services,194.7,200.1,198.1,198.0
2010,25,2,Facilities Upkeep,737.3,776.7,775.3,795.7
2010,25,3,Facilities Development,522.6,544.5,542.3,542.2
2010,25,0,total,1454.6,1521.3,1515.7,1535.9
2010,26,1,Trade Statistics,132.7,155.3,132.5,150.0
2010,26,2,Social Statistics,60.2,94.4,88.8,142.6
2010,26,3,National Accounts and Balance of Payments Statistics,74.0,77.5,69.6,73.9
2010,26,4,General Statistical Services,26.2,27.0,27.5,28.5
2010,26,5,Price/Industry/Service Statistics,115.5,130.9,122.0,137.0
2010,26,6,Labour Statistics,62.1,68.3,62.5,67.2
2010,26,0,total,470.7,553.4,502.9,599.2
2010,27,1,Civil Aid Service,82.2,82.1,82.0,78.3
2010,27,0,total,82.2,82.1,82.0,78.3
2010,28,1,Flight Standards,70.3,79.2,76.2,85.0
2010,28,2,Airport Standards,33.0,33.7,33.2,33.2
2010,28,3,Air Traffic Management,304.1,331.6,308.6,328.9
2010,28,4,Air Traffic Engineering and Standards,227.2,232.5,229.0,242.8
2010,28,5,Air Services,32.2,34.3,33.2,35.0
2010,28,6,Air Passenger Departure Tax Administration,1.5,1.5,1.5,1.5
2010,28,0,total,668.3,712.8,681.7,726.4
2010,30,1,Prison Management,2104.7,1984.8,2002.6,2082.7
2010,30,2,Re-integration,522.8,713.8,708.7,762.8
2010,30,0,total,2627.5,2698.6,2711.3,2845.5
2010,31,1,Control and Enforcement,1581.9,1757.8,1713.7,1768.3
2010,31,2,Anti-narcotics Investigation,133.2,138.0,141.1,144.2
2010,31,3,Intellectual Property Rights and Consumer Protection,233.0,239.0,276.4,284.6
2010,31,4,Revenue Protection and Collection,127.1,126.0,125.8,131.2
2010,31,5,Trade Controls,213.3,224.6,179.1,181.1
2010,31,0,total,2288.5,2485.4,2436.1,2509.4
2010,33,1,Tourism and Recreational Development,38.6,40.6,37.3,38.6
2010,33,2,Port and Marine Facilities,176.1,180.5,178.4,173.7
2010,33,3,Provision of Land and Infrastructure,280.9,295.5,289.5,294.6
2010,33,4,Slope Safety and Geotechnical Standards,287.3,297.7,289.6,291.3
2010,33,5,Greening and Technical Services,99.6,104.3,101.1,112.2
2010,33,6,"Supervision of Mining, Quarrying and Explosives",48.6,50.0,49.0,49.1
2010,33,7,Management of Construction and Demolition Materials,486.0,1116.4,957.4,1144.3
2010,33,8,Advice on Development Proposals,29.0,30.0,29.5,28.8
2010,33,0,total,1446.1,2115.0,1931.8,2132.6
2010,37,1,Statutory Functions,375.9,373.8,366.3,440.3
2010,37,2,Disease Prevention,1345.8,1944.0,2409.1,2135.1
2010,37,3,Health Promotion,207.8,259.1,253.7,288.7
2010,37,4,Curative Care,616.6,624.4,631.7,652.4
2010,37,5,Rehabilitation,77.9,82.4,81.3,80.1
2010,37,6,Treatment of Drug Abusers,126.4,130.3,127.1,133.1
2010,37,7,Medical and Dental Treatment for Civil Servants,591.5,699.8,677.2,823.5
2010,37,8,Personnel Management of Civil Servants Working in Hospital Authority,9.3,6.9,6.9,6.9
2010,37,0,total,3351.2,4120.7,4553.3,4560.1
2010,39,1,Stormwater Drainage,406.4,406.7,414.9,410.2
2010,39,2,Sewage Services,1273.7,1363.0,1353.5,1398.2
2010,39,0,total,1680.1,1769.7,1768.4,1808.4
2010,42,1,"Energy Supply; Electrical, Gas and Nuclear Safety",108.0,107.9,107.1,104.7
2010,42,2,Mechanical Installations Safety,49.5,48.4,48.0,48.1
2010,42,3,"Energy Efficiency and Conservation, and Alternative Energy",110.2,245.3,244.6,182.4
2010,42,4,Centralised Services and Special Support,59.7,62.1,61.9,65.7
2010,42,0,total,327.4,463.7,461.6,400.9
2010,44,1,Waste,1507.6,1513.2,1380.4,1371.2
2010,44,2,Air,608.5,1249.2,469.4,458.0
2010,44,3,Noise,96.1,99.6,96.4,96.3
2010,44,4,Water,240.1,250.3,236.6,236.4
2010,44,5,Environmental Assessment and Planning,82.0,84.1,81.0,80.5
2010,44,6,Nature Conservation,7.4,6.3,9.2,6.1
2010,44,0,total,2541.7,3202.7,2273.0,2248.5
2010,45,1,Fire Service,2288.3,2371.0,2454.3,2576.2
2010,45,2,Fire Protection and Prevention,274.7,305.2,323.2,326.7
2010,45,3,Ambulance Service,955.5,1124.9,1122.4,1190.0
2010,45,0,total,3518.5,3801.1,3899.9,4092.9
2010,46,1,General Expenses of the Civil Service,2913.3,3007.7,2668.4,2792.7
2010,46,0,total,2913.3,3007.7,2668.4,2792.7
2010,47,1,Use of IT in Government,447.4,473.9,472.2,468.7
2010,47,2,IT Infrastructure and Standards,69.4,73.3,47.2,47.2
2010,47,3,IT in the Community,40.0,105.3,128.9,64.6
2010,47,0,total,556.8,652.5,648.3,580.5
2010,48,1,Statutory Testing,141.1,131.9,125.8,152.8
2010,48,2,Advisory and Investigative Services,65.3,62.0,61.7,74.5
2010,48,3,Forensic Science Services,119.1,125.5,125.0,127.7
2010,48,0,total,325.5,319.4,312.5,355.0
2010,49,1,Food Safety and Public Health,726.7,819.3,781.3,771.5
2010,49,2,Environmental Hygiene and Related Services,2390.1,2265.7,2207.3,2427.4
2010,49,3,Market Management and Hawker Control,1481.1,1349.5,1330.3,1325.5
2010,49,4,Public Education and Community Involvement,19.1,19.4,20.9,19.0
2010,49,0,total,4617.0,4453.9,4339.8,4543.4
2010,51,1,Acquisition and Allocation,739.9,797.3,738.5,752.4
2010,51,2,Property Management,897.8,987.9,921.2,979.9
2010,51,3,Estate Utilisation,35.1,43.0,38.3,37.7
2010,51,0,total,1672.8,1828.2,1698.0,1770.0
2010,53,1,Director of Bureau’s Office,9.2,11.2,11.0,10.9
2010,53,2,Social Harmony and Civic Education,131.1,222.9,193.6,254.5
2010,53,3,"District, Community, and Public Relations",6154.2,64.7,3027.0,47.4
2010,53,4,"Recreation, Sport and Entertainment Licensing",200.9,108.0,65.4,94.5
2010,53,5,Culture,135.6,87.8,96.0,100.5
2010,53,6,"Subvention: HKSIL, HKAPA, HKADC and Major Performing Arts Groups",719.1,743.7,775.6,732.2
2010,53,7,Subvention: DLS and LASC,98.8,101.7,103.7,108.3
2010,53,0,total,7448.9,1340.0,4272.3,1348.3
2010,55,1,"Broadcasting, Film Services and Creative Industries",168.0,198.3,213.7,268.3
2010,55,2,Telecommunications,27.0,27.5,21.8,23.1
2010,55,0,total,195.0,225.8,235.5,291.4
2010,59,1,Procurement,46.6,53.0,49.0,49.4
2010,59,2,Supplies Management,63.7,70.5,66.6,69.6
2010,59,3,Land Transport,138.1,156.6,155.3,160.7
2010,59,4,Printing Services,191.8,206.4,207.9,212.1
2010,59,0,total,440.2,486.5,478.8,491.8
2010,60,1,Capital Projects,286.1,303.7,298.5,287.0
2010,60,2,District and Maintenance,1143.8,1174.0,1149.9,1145.8
2010,60,3,Railway Development,80.2,87.4,86.0,82.5
2010,60,4,Technical Services,631.1,663.1,653.2,679.1
2010,60,0,total,2141.2,2228.2,2187.6,2194.4
2010,62,1,Building Control,72.1,74.9,74.4,73.4
2010,62,2,Private Housing,17.4,17.5,17.4,17.3
2010,62,3,Appeal Panel (Housing),8.9,8.9,8.6,9.0
2010,62,4,Rehousing of Occupants upon Clearance,15.3,17.3,15.6,17.4
2010,62,5,Support Services,11.9,11.9,11.8,11.6
2010,62,0,total,125.6,130.5,127.8,128.7
2010,151,1,Director of Bureau’s Office,7.9,11.6,10.2,12.0
2010,63,1,District Administration,610.1,618.1,606.0,618.9
2010,63,2,Community Building,680.7,747.7,770.2,759.2
2010,63,3,Local Environmental Improvements,168.4,205.8,184.0,208.2
2010,63,4,Licensing,34.4,35.8,37.7,35.4
2010,63,5,Territory Planning and Development,17.4,18.4,17.8,18.0
2010,63,0,total,1511.0,1625.8,1615.7,1639.7
2010,70,1,Pre-entry Control,220.7,209.9,216.9,219.0
